category,subtype,value,co2e
food,vegetarian,1.3737074430600353,3.919
energy,natural_gas,454.1875902122648,205.423
consumption,services,5414.949163689191,54.018
food,vegan,2.8768740151056464,3.135
food,white-meat,2.9502477577699446,18.765
transport,car-gasoline,432.0443309397511,83.214
transport,car-gasoline,223.07759637411783,42.361
energy,renewable,286.9368779246882,6.059
transport,bicycle,348.9082559191281,0.198
transport,flight-long,116.49513248850054,17.872
transport,walking,396.2500639904023,-2.425
food,vegetarian,2.7992293345217045,6.294
consumption,other,5813.006303406607,116.81
food,white-meat,1.4377692582957895,9.821
food,white-meat,1.08226139303879,9.229
consumption,services,8735.071207323075,87.469
food,other,2.944750118215472,7.709
transport,flight-long,26.002607825980952,3.216
consumption,other,3977.0377427251515,79.525
consumption,other,6273.42335983295,127.212
transport,car-electric,31.692861842972597,4.428
transport,train,457.88128275582204,19.327
transport,bicycle,72.41713671573626,0.967
transport,flight-long,221.31664601918638,34.45
transport,bus,110.06532551964845,11.717
energy,natural_gas,550.8590337353073,247.868
consumption,home-goods,7844.346431236232,234.606
transport,train,322.58172971820517,12.211
consumption,home-goods,2611.1786403696888,78.007
consumption,other,4005.7817874523116,80.852
transport,train,182.06905111845583,8.353
consumption,services,3823.4491416325754,38.028
energy,coal,759.1976945603864,796.745
transport,bicycle,254.82864141287925,1.321
energy,coal,303.6141510628814,318.281
food,vegan,0.6579451248845485,0.587
transport,bicycle,480.71953821777123,0.165
food,fish,0.7003583883338605,3.941
consumption,other,5059.334405320255,100.212
food,white-meat,1.928184048012413,15.857
food,white-meat,0.5734157486701192,3.502
energy,renewable,948.5778029151121,20.224
energy,natural_gas,90.46508210705514,39.976
energy,natural_gas,62.79632354339225,27.552
consumption,other,6745.293349693423,135.686
energy,renewable,456.41250323033256,8.108
food,fish,2.215562507964984,11.933
food,fish,1.0852447975599986,5.042
transport,car-gasoline,332.73369852419876,62.682
energy,coal,165.61111094029107,173.725
food,fish,1.0181164056051455,5.019
consumption,services,9596.654810143164,93.71
food,white-meat,2.950350720908351,20.22
consumption,clothing,8095.874741069095,120.655
transport,motorcycle,192.28105892109897,21.195
food,vegetarian,2.3379421254016988,3.911
energy,renewable,590.9409681035778,12.704
food,vegan,0.6692598254453126,1.795
consumption,clothing,3885.1172259533955,58.036
transport,bus,299.8520983446917,31.205
energy,natural_gas,623.3845780389081,280.113
food,vegetarian,1.2862444234494719,1.752
food,white-meat,1.9535528616315432,12.576
food,vegetarian,1.0633399576953657,2.914
food,fish,1.372602489226296,8.607
consumption,home-goods,8294.302797121025,248.1
consumption,home-goods,7362.8588153846185,221.245
energy,renewable,295.128677196784,4.6
energy,coal,399.8013169341531,419.305
energy,renewable,673.4480169596558,12.986
food,white-meat,1.9458034966062523,14.213
food,fish,2.5175340891647093,11.687
transport,car-electric,397.05389673485274,20.002
transport,flight-short,186.80614195286168,47.016
energy,coal,699.0293404907906,733.81
consumption,home-goods,219.0927833919515,5.926
food,other,0.9935717710014274,1.892
food,vegetarian,1.4613637816063456,5.093
transport,motorcycle,171.7986396729652,19.157
food,white-meat,1.8911359464895998,12.076
energy,renewable,207.68141715191098,4.741
consumption,other,9311.02689602341,185.902
transport,walking,337.56421410909513,-0.008
consumption,services,1409.0599368454182,13.94
food,other,2.3062161761344813,5.671
consumption,electronics,2076.7825342374967,145.38
transport,flight-long,17.051295405758236,6.706
energy,coal,240.8222147104288,252.04
consumption,electronics,4374.369913778428,307.28
transport,car-electric,415.41068021801095,21.764
food,white-meat,0.6659515181983775,5.613
energy,renewable,576.3778450041472,11.184
energy,electricity-grid,481.92580606901487,340.377
consumption,clothing,2961.206296019867,43.253
food,fish,2.3158124953349213,12.077
food,other,2.458981643543326,8.17
transport,motorcycle,453.8456682834329,50.154
food,white-meat,1.4134775308338325,10.063
energy,electricity-grid,428.34712090838894,304.67
transport,flight-long,325.1527999079392,49.526
transport,motorcycle,355.7988284892619,37.6
transport,motorcycle,220.82990297349642,22.179
consumption,services,2185.7149041980692,21.876
food,red-meat,2.1441935844815756,58.166
food,red-meat,2.5506857347743663,69.964
transport,train,174.8014092757079,7.501
transport,car-gasoline,178.74526232434522,35.013
energy,electricity-grid,309.74518775834946,217.851
consumption,other,4119.819853100751,80.458
food,vegan,2.089390835918798,1.999
energy,electricity-grid,468.10339129016506,331.368
food,vegan,1.3046991272153015,2.3
transport,train,6.864377539394284,-0.838
consumption,clothing,8022.351595268789,121.497
consumption,clothing,2323.177448736455,34.483
consumption,electronics,7218.659755241219,503.958
energy,electricity-grid,326.145420214933,229.508
consumption,services,3992.4162643191266,39.622
consumption,other,1316.2916445195372,27.47
energy,natural_gas,258.51691848969926,115.511
consumption,electronics,9566.954321990868,668.69
energy,natural_gas,858.1725148418893,386.945
transport,bicycle,498.53254089841624,-0.447
transport,train,219.9886590558349,8.786
transport,bicycle,156.3081954651093,-0.704
transport,car-electric,473.88097621757856,23.708
transport,car-gasoline,190.83575387187892,37.529
transport,train,297.3851771942407,11.573
transport,walking,44.894924725515814,-0.668
food,vegetarian,2.856863133751582,6.13
consumption,other,9675.892999225987,193.47
consumption,clothing,6320.5921108728835,93.929
food,white-meat,0.9384195063509433,7.345
energy,natural_gas,846.7854212397747,380.21
food,fish,0.5881111226753908,3.266
consumption,other,4574.206941009364,91.426
consumption,electronics,3397.653490580261,238.487
transport,car-gasoline,462.23917168654776,89.933
transport,car-electric,302.1018577264865,15.227
energy,electricity-grid,346.3699787817411,246.071
consumption,home-goods,3238.330405481555,95.441
consumption,home-goods,6381.839811158088,191.913
food,white-meat,1.1224581655787855,8.266
energy,renewable,223.93009779069902,4.439
consumption,services,3945.4024959384024,38.97
food,other,2.454194803253604,7.876
food,vegan,0.898565517220755,0.341
transport,bicycle,270.34247908660006,1.939
energy,natural_gas,350.38985125313957,157.121
food,fish,1.927102088305311,10.162
food,white-meat,2.438028293085428,18.211
energy,natural_gas,452.70859145694806,205.43
food,vegan,0.9044714625590756,2.929
energy,renewable,129.9243331228967,1.859
energy,electricity-grid,585.6649028984073,413.995
transport,flight-short,78.78932829011457,19.586
food,fish,1.732621615717642,8.283
food,red-meat,2.5120311524455947,68.966
transport,flight-long,441.6048917249849,65.601
consumption,home-goods,4440.696895225269,133.791
transport,flight-long,404.46915098932635,59.611
consumption,home-goods,6413.760039654207,190.094
food,red-meat,0.9457482020893897,25.862
energy,coal,283.9702183001741,298.454
consumption,electronics,9625.598955318648,675.669
food,white-meat,0.6366826799438864,3.625
consumption,home-goods,8452.64310600999,254.475
consumption,services,8066.693661608785,81.019
consumption,services,9544.864570171345,96.892
consumption,home-goods,6230.305140470459,187.664
energy,coal,356.5507754035505,374.079
food,white-meat,0.9224534230554458,5.766
energy,natural_gas,931.0341499015275,419.739
food,vegetarian,0.9097930073589623,1.396
energy,coal,684.436150435173,718.23
energy,electricity-grid,194.83591829136458,136.661
energy,renewable,961.8248276942518,18.483
consumption,clothing,5243.969570544265,79.764
energy,renewable,262.1739409771491,5.104
energy,electricity-grid,337.53254742901896,239.649
energy,electricity-grid,199.72948525161462,141.174
energy,electricity-grid,199.31044388582265,142.057
energy,coal,669.5892844465768,703.354
transport,car-electric,17.704556224534855,1.631
consumption,clothing,3818.233824842208,57.483
transport,flight-short,425.7152860636965,109.996
energy,natural_gas,440.118631026605,198.169
food,red-meat,1.7162510352567837,46.993
food,vegan,0.6739029587160368,2.803
food,other,1.505778302935405,5.923
transport,walking,167.575964707748,-1.975
transport,car-electric,309.93823295640703,16.237
food,other,1.2626790936983727,4.171
consumption,other,3370.1012840722083,69.106
energy,renewable,559.8804715913948,9.604
energy,electricity-grid,284.05685068247715,201.703
transport,flight-short,191.91416373600126,50.239
energy,renewable,93.54373231911819,0.534
transport,motorcycle,273.6027368695615,28.946
energy,coal,789.9420315566916,829.208
consumption,electronics,9667.975145549522,677.542
transport,train,324.6524591960022,11.62
energy,coal,668.3046370596068,701.396
consumption,other,6384.110574802089,126.141
energy,coal,287.81686272142247,301.876
consumption,other,4584.407831649603,93.189
energy,renewable,180.1229624769028,4.389
energy,electricity-grid,66.94032947585626,49.191
food,red-meat,0.893628334115663,23.159
energy,electricity-grid,534.5777265641108,379.325
transport,walking,364.93105316847954,-0.471
consumption,home-goods,5917.3626462814145,178.062
energy,renewable,196.9965562775409,2.853
energy,coal,298.7809946894317,314.633
transport,flight-long,414.05331966216517,63.285
transport,train,163.59144673229292,6.357
energy,natural_gas,430.919148432497,193.661
energy,coal,28.575574395441766,31.458
transport,train,469.2774758909588,19.791
food,other,0.7593754423013348,3.146
food,fish,0.5142205588234425,2.439
food,fish,2.754158536691895,12.952
consumption,electronics,762.5385252907064,54.095
food,red-meat,2.863626375294472,76.754
food,fish,1.5253449643036037,8.606
energy,renewable,806.5939597711985,15.333
energy,renewable,794.1333479597189,15.947
food,fish,2.85777016930033,12.785
food,white-meat,2.5121472886642895,18.195
food,other,1.6362277006636368,5.602
consumption,clothing,1961.36684242738,29.268
consumption,services,9102.622995738826,90.127
consumption,home-goods,8393.73310730692,251.278
energy,renewable,646.936066445238,13.708
transport,motorcycle,46.95908619378065,6.366
energy,natural_gas,27.32609257580718,11.742
food,white-meat,2.5731327378090443,17.181
consumption,other,5534.5465559092345,112.236
consumption,services,5891.915385285411,59.948
energy,coal,900.6101329938392,945.359
food,white-meat,1.8240121351649028,14.121
energy,electricity-grid,82.7173147136223,57.7
food,vegan,2.218096035844504,4.233
food,other,0.9379163097493446,2.502
transport,bicycle,362.1510766645124,0.022
transport,car-electric,395.2144989981943,21.124
food,fish,2.9886174939874617,15.552
energy,coal,583.1647266199484,613.002
energy,natural_gas,951.0863546809508,426.696
consumption,clothing,808.3787354663776,12.37
energy,coal,808.8031907243466,848.65
transport,bus,170.32504633412097,17.681
food,white-meat,2.923966172271987,20.116
transport,train,71.99717543420864,4.638
food,vegetarian,1.4150013693763015,1.51
consumption,services,9570.493604620773,96.742
food,other,1.3336610711478907,3.173
consumption,services,294.5870573056621,3.863
energy,coal,951.6566764488282,999.983
transport,car-gasoline,354.2170246155921,67.301
energy,electricity-grid,185.55300394878805,132.421
energy,natural_gas,710.5666743975636,320.039
energy,electricity-grid,258.2564877988031,182.968
transport,bus,83.01482947551592,9.523
food,red-meat,2.32528359475425,64.209
transport,car-electric,260.5629258281219,13.805
food,fish,2.9201284895521638,16.614
food,vegetarian,0.8817438640891211,0.972
food,fish,1.5904499235450607,8.655
energy,coal,933.3402269572792,979.329
energy,electricity-grid,480.16148784589865,340.307
food,white-meat,2.723651034043492,18.361
consumption,other,9799.111230199083,195.852
consumption,home-goods,4438.005729265079,132.893
energy,natural_gas,899.6032573714149,405.723
transport,motorcycle,21.895474787634146,1.971
energy,renewable,60.60256110727428,2.066
food,vegetarian,2.264939437812258,4.298
energy,natural_gas,45.875135186893466,21.87
food,fish,2.043234566145218,10.628
consumption,other,7907.460401733028,158.769
food,vegetarian,2.364917019715212,3.916
consumption,other,703.3922860070982,13.775
consumption,clothing,4646.641686958287,69.006
food,vegan,0.5844703885862983,-0.532
consumption,home-goods,4742.096260479026,141.926
consumption,clothing,2496.99458864129,37.635
transport,bus,128.11629367500777,14.697
energy,electricity-grid,503.72854208002497,356.487
consumption,home-goods,5660.845303528347,170.608
consumption,home-goods,8874.586276539585,265.096
food,fish,0.7447708007487457,2.745
food,red-meat,0.9628792183583328,27.243
consumption,clothing,540.1443103717845,7.978
transport,motorcycle,138.36977774763528,13.497
transport,car-gasoline,358.6192622731859,70.031
food,fish,2.061393756280228,10.196
transport,car-gasoline,87.35791265115176,16.272
transport,car-electric,88.83804824107571,4.415
food,other,0.8014225423877879,2.573
consumption,services,8770.63019306148,89.057
transport,motorcycle,250.50367229862525,26.986
energy,natural_gas,368.2483504848813,166.232
food,white-meat,2.60590318641588,15.13
energy,coal,963.9982476623585,1010.778
consumption,home-goods,9805.844077372793,294.33
food,other,2.8925410828370834,8.406
consumption,electronics,6094.018818958841,427.972
food,fish,0.6917480415377992,3.678
consumption,clothing,1472.825634394616,22.763
consumption,home-goods,6497.244833808821,194.578
energy,renewable,999.2772494202908,20.278
consumption,clothing,4701.0061044002005,71.676
consumption,home-goods,7394.986286557986,222.148
transport,walking,257.03452758867365,-1.399
consumption,clothing,9054.184672782409,135.981
consumption,clothing,8700.40648058122,130.468
food,other,2.9220578461429225,8.33
transport,bus,305.82460004134197,32.385
energy,electricity-grid,223.96976676046353,156.113
food,red-meat,1.4884811945928182,40.197
energy,coal,976.8395927753755,1025.168
consumption,services,5234.9058864779,52.402
transport,motorcycle,121.15885565913109,13.488
transport,walking,378.5008473004807,0.904
transport,motorcycle,150.82862328217848,18.161
energy,electricity-grid,922.3591297836223,652.234
consumption,electronics,9659.548316843779,677.358
transport,motorcycle,101.12435772336045,10.976
consumption,other,4165.5647959773705,83.539
energy,natural_gas,870.7250380925582,392.387
transport,motorcycle,490.2830569803491,52.977
consumption,electronics,5180.61774149746,363.711
consumption,electronics,1792.9787241330919,126.42
food,vegan,2.4258023350816957,5.563
transport,motorcycle,20.902705561679678,3.245
energy,electricity-grid,821.5844056057729,580.164
food,fish,1.036833755960571,5.1
energy,electricity-grid,470.8692750113561,332.709
food,other,0.8610157532588112,4.242
energy,natural_gas,850.2651504905919,382.88
transport,walking,243.87729603666187,-0.451
food,fish,1.3786544810816663,6.557
consumption,home-goods,5935.224866440361,178.247
food,fish,2.714148359085828,12.398
food,vegan,2.067470998977429,3.52
food,vegetarian,1.3840450730062384,2.87
consumption,electronics,7453.661034823053,520.815
consumption,electronics,4478.71203438182,315.389
food,vegan,2.5522533457955467,3.461
energy,coal,343.17537045314594,361.04
consumption,clothing,2705.5629241881493,39.52
energy,electricity-grid,61.92233385676729,43.608
consumption,clothing,2731.571504208444,39.631
energy,electricity-grid,336.45754431931766,239.454
consumption,electronics,9144.300368242315,639.518
energy,coal,519.2431838557064,543.258
consumption,clothing,8161.457449410576,123.039
food,fish,2.0859931487427112,10.686
transport,walking,371.50553419317504,-0.96
food,other,0.6289952838704203,1.227
transport,flight-short,357.4569239941861,90.912
transport,train,179.50228981606415,9.457
food,vegan,0.5151765570345308,0.959
food,red-meat,0.9929817309301027,26.44
consumption,home-goods,1110.8002087965474,32.482
transport,car-gasoline,5.223746387037458,1.086
consumption,home-goods,6531.262553002344,196.36
consumption,home-goods,1357.585171655558,42.094
energy,coal,119.95435255675821,123.996
energy,electricity-grid,798.43607955994,564.897
consumption,services,8931.208575076722,89.526
consumption,clothing,6835.989535057359,103.443
energy,renewable,584.9253852166147,11.394
food,red-meat,1.872703594563303,49.468
consumption,electronics,3769.2591559070747,263.714
energy,electricity-grid,198.34933352664999,140.379
consumption,services,8741.078772596378,87.287
food,vegan,1.8347355565034515,1.975
transport,car-electric,6.969169216412994,0.619
consumption,clothing,8453.165466450826,128.079
energy,electricity-grid,671.7477310175094,475.478
energy,natural_gas,272.63214035709234,123.064
transport,flight-long,485.4851231110197,73.743
consumption,home-goods,9587.15728013404,286.979
transport,car-gasoline,190.97971973650212,35.705
food,white-meat,2.392645482093589,16.224
transport,train,227.47103874616016,10.722
food,red-meat,1.4705277491077549,38.612
food,fish,1.440306077305684,8.067
energy,coal,254.62496055068476,267.468
consumption,services,5766.318058638908,60.539
food,red-meat,2.1573731835740277,56.145
energy,coal,727.9933752303834,764.424
transport,flight-long,423.9612748292075,63.666
consumption,clothing,9162.13195764252,138.253
consumption,services,7283.315127387346,73.044
energy,renewable,93.27846843662073,2.515
consumption,clothing,6061.709909899458,90.929
transport,motorcycle,205.55485066884498,23.141
transport,car-electric,131.4206500631428,6.346
energy,coal,675.863388889325,709.045
consumption,clothing,1425.716691355066,21.573
food,vegan,2.842987317796634,5.084
consumption,electronics,7906.449734490192,554.869
transport,train,391.0474514781359,15.051
energy,electricity-grid,335.1341322853314,236.932
food,fish,1.8926921049360756,9.907
energy,coal,451.42335717083756,474.863
food,red-meat,2.013631915344794,54.865
consumption,other,226.0346350554257,4.389
consumption,services,6391.67387079051,63.325
energy,coal,596.3747886284718,624.416
transport,bus,469.5066087331883,49.074
consumption,other,8421.6268757282,169.075
energy,natural_gas,998.4965121401226,448.452
transport,car-electric,453.31671291843855,22.718
consumption,other,8539.107252979049,171.946
transport,bus,185.1161345582331,20.729
food,white-meat,1.3544321676195812,7.95
consumption,other,9303.984203233209,186.102
food,other,0.965767935288367,2.765
transport,bus,26.273404327577573,2.169
energy,renewable,922.0876108692871,19.264
transport,bus,248.92447804437435,25.642
energy,coal,27.869492188280198,29.62
food,vegetarian,2.004467911017789,4.098
transport,bicycle,291.64560910431646,-0.315
transport,bus,5.837888998852906,0.18
transport,motorcycle,458.8640444300945,52.734
transport,walking,57.61338944908421,-0.57
food,white-meat,1.5949212653717981,10.507
transport,flight-long,90.40427054451871,14.64
energy,renewable,82.10952508322258,1.622
transport,car-electric,137.64022061254335,5.982
energy,electricity-grid,36.665727428306155,26.381
consumption,home-goods,6477.104699075375,195.795
consumption,home-goods,5320.251135079712,158.79
transport,bus,477.4751778917989,50.473
consumption,home-goods,9491.15351926913,286.782
energy,electricity-grid,930.0641882372358,657.539
food,red-meat,2.168607940454687,59.457
food,red-meat,2.2006052112923267,58.492
consumption,other,8249.6717410989,164.757
consumption,clothing,1619.8711780348299,24.996
transport,bicycle,287.96323063175606,1.323
energy,renewable,177.6876104600729,3.154
consumption,electronics,7978.54869361264,557.734
food,vegetarian,1.7280712552862691,3.391
transport,train,253.44200676745777,10.586
food,red-meat,1.731129262155162,46.672
food,red-meat,1.222585160558743,31.25
consumption,services,2120.6783710204822,22.415
transport,car-gasoline,362.04493071268655,69.671
food,white-meat,0.5562919401758094,3.393
energy,coal,919.8576805159057,964.849
food,vegan,2.314056194961739,2.881
food,other,0.6809333575437613,2.146
energy,natural_gas,647.3879895425201,290.538
energy,natural_gas,945.765653618675,426.721
food,red-meat,2.3554450536144502,62.593
food,vegan,0.9714824962375099,0.253
consumption,clothing,4999.457032949108,74.334
transport,bus,471.87169766015876,50.361
food,white-meat,2.0881478466173173,13.453
transport,car-electric,390.33355446922076,19.839
consumption,electronics,1024.3582273564984,71.532
consumption,services,907.4213464874654,9.167
energy,natural_gas,570.9150688028262,256.546
food,red-meat,2.81988063741408,76.776
consumption,clothing,8036.634703643821,120.671
transport,train,79.18997359240473,2.692
food,other,0.8765820657179808,3.219
consumption,clothing,9647.686517187638,143.759
food,white-meat,1.0286794409155624,7.78
consumption,services,2279.3637973074683,22.4
transport,bicycle,103.42224422642815,0.187
transport,car-gasoline,129.57748626913417,24.943
consumption,clothing,7015.638516307346,104.479
consumption,home-goods,421.78831837918034,13.585
consumption,services,7803.231869554377,76.743
food,white-meat,2.5420050574739004,18.004
consumption,electronics,3374.8693721789555,236.954
transport,flight-short,110.63552089481078,30.131
consumption,home-goods,1632.6852141509244,49.941
transport,motorcycle,362.42295908847314,40.166
transport,bicycle,68.87718601392378,0.465
food,red-meat,0.9653056113218901,26.291
food,fish,1.1493383261668697,5.894
food,red-meat,1.0585115615905663,27.618
transport,car-electric,237.4834604506087,13.621
transport,flight-short,212.15200741699024,54.654
transport,flight-short,373.2945521488318,92.314
transport,bus,356.8638379626026,36.742
transport,walking,318.6856184188821,2.294
consumption,other,2928.207374718523,59.384
energy,electricity-grid,213.50058165684456,150.416
energy,renewable,889.4987043308087,16.757
transport,flight-long,41.87076427963919,5.145
energy,renewable,758.0747194027391,14.739
consumption,clothing,6681.642571997801,101.458
consumption,home-goods,7580.6057214933435,226.95
consumption,services,8013.106795512285,79.01
transport,flight-short,207.81164073411622,52.592
consumption,clothing,9858.387677956893,148.224
food,vegan,2.2447727551875345,3.65
energy,coal,391.1244578058594,408.947
food,vegetarian,1.90587832214745,2.245
consumption,electronics,2595.6960454269656,182.71
consumption,electronics,1019.8830946167509,72.195
transport,walking,476.77877336057117,1.231
energy,natural_gas,798.1922909535122,357.794
consumption,clothing,1747.300405223062,25.73
energy,coal,521.1518418875585,548.614
consumption,home-goods,6554.375742777021,196.548
energy,coal,388.1884244003143,407.148
food,vegan,1.0246395012113485,2.265
consumption,other,2549.223206751734,50.842
food,fish,2.1729277352875407,12.065
consumption,clothing,447.26619855594805,5.547
consumption,other,3521.716142005514,69.075
energy,natural_gas,477.00615154054,216.334
transport,motorcycle,378.6677834853218,40.743
food,vegetarian,1.9979121834179163,3.286
energy,electricity-grid,337.5576706138789,237.543
energy,electricity-grid,233.76399106489959,164.095
food,fish,2.9829405453137197,16.002
consumption,home-goods,5574.270734697181,168.337
energy,coal,36.44792174055178,38.721
transport,bicycle,246.43697902182166,-0.53
energy,electricity-grid,628.7288725987397,445.387
energy,renewable,643.0976862459387,11.97
food,red-meat,1.2759896507112964,32.842
energy,electricity-grid,675.3957769102735,479.475
energy,electricity-grid,889.1357550861701,629.935
consumption,other,2017.530917971458,39.069
transport,train,159.94507504049713,6.823
energy,electricity-grid,681.7935046899181,481.82
transport,bus,62.554330353447995,4.796
transport,flight-long,62.09052968044639,7.306
transport,bus,73.14386800839115,6.749
transport,train,83.01486224141,2.918
transport,flight-long,32.265826498400905,4.175
transport,walking,217.69981237077187,1.403
food,white-meat,2.254748359672434,15.012
transport,bus,243.33076471588103,25.031
energy,natural_gas,383.6278647455111,171.709
energy,natural_gas,42.01968392756551,17.587
energy,renewable,682.1133937337061,14.4
food,fish,1.489461954934734,7.262
food,white-meat,2.3589202944767504,16.769
transport,car-gasoline,22.73727379450321,3.257
food,white-meat,1.482682996162029,8.879
energy,electricity-grid,183.17765695365625,128.91
food,white-meat,1.189341132719517,7.958
consumption,electronics,8992.654298500749,630.466
energy,electricity-grid,111.58490009999585,78.751
food,other,2.347761340521768,8.441
consumption,clothing,7811.299570553707,116.951
energy,renewable,330.42333919547775,6.096
food,other,1.2075345077023685,1.563
consumption,electronics,6054.832916966749,422.972
transport,car-electric,163.4255804981178,7.978
transport,car-electric,499.0669278459888,24.849
consumption,electronics,1232.2216602882143,87.416
transport,car-gasoline,57.85886122657567,12.486
food,fish,0.7269494008867143,4.512
transport,flight-long,361.72715012221425,54.078
food,fish,2.7087143558388074,12.651
transport,motorcycle,140.53952569781168,15.291
transport,train,474.91077436457493,19.753
energy,renewable,95.50138599905321,1.787
transport,walking,129.64671518512924,-0.221
food,vegan,1.243494432894309,-0.084
transport,car-electric,54.92657834529072,2.642
energy,natural_gas,833.9151819897625,374.197
energy,natural_gas,475.27423855918437,212.659
consumption,clothing,7913.686442523559,118.248
food,vegetarian,0.984739785958447,-0.93
consumption,electronics,5448.581939577947,381.935
consumption,home-goods,3126.63484656765,93.967
transport,flight-short,132.35227152757304,31.632
transport,flight-short,321.3845705802889,82.881
consumption,other,1677.033464414716,33.543
energy,electricity-grid,482.2404818092877,342.889
food,vegetarian,2.7062328185478663,5.173
energy,electricity-grid,875.3863460503399,619.781
consumption,other,6229.310193379604,124.79
energy,renewable,482.37879173390786,9.778
consumption,clothing,5064.022086527183,76.24
energy,electricity-grid,795.2575542714854,562.521
food,fish,0.9487535132275036,5.642
food,vegetarian,1.0763378049792935,2.233
transport,flight-long,223.88233530386964,33.403
consumption,other,1608.8853511056357,31.2
consumption,home-goods,6571.3008759851355,195.932
transport,car-electric,187.26602717478707,9.358
food,red-meat,1.7590538277218295,48.662
energy,renewable,194.12068324796937,4.236
food,other,2.387816973335328,9.056
food,other,0.6084082504205675,1.977
energy,renewable,537.9819068418022,12.161
food,vegetarian,0.8737657746844925,-0.039
energy,natural_gas,92.24360346890091,40.612
food,white-meat,0.9045801689655535,7.067
transport,flight-short,395.57668380806666,100.607
energy,renewable,276.4787348887048,5.612
transport,bus,91.5091428024894,8.619
transport,motorcycle,328.0140637634736,33.674
food,vegan,1.6418035301858378,0.658
food,vegetarian,0.5207332735946425,1.921
consumption,other,8173.308899847714,161.901
food,red-meat,2.2728301388939696,60.462
transport,motorcycle,375.09339268995575,41.957
consumption,services,66.65435063258846,-0.118
energy,natural_gas,920.0171301120653,412.814
energy,natural_gas,468.0672879553232,209.535
food,vegetarian,1.6095895620062906,2.015
transport,bicycle,425.03796769474974,1.598
transport,car-electric,103.52389610555328,4.526
consumption,other,5683.557792486086,114.51
food,red-meat,0.5707786684630753,15.971
energy,natural_gas,497.8181483918175,222.105
energy,coal,674.2146236070141,709.038
energy,coal,861.7439270567253,904.526
food,white-meat,2.896512028248839,19.376
energy,electricity-grid,337.74041249485225,238.713
food,other,2.333815977345758,7.778
food,vegan,2.266684722297753,2.225
transport,bicycle,185.21230835544267,-1.297
consumption,services,1519.0222571329614,16.125
food,fish,2.702308247720596,14.006
transport,car-electric,136.72449515385938,6.515
food,vegan,0.8693714460352857,2.369
consumption,electronics,5512.377357797451,385.825
transport,flight-long,6.9313180148444555,-0.715
energy,natural_gas,542.0491874950011,244.635
consumption,clothing,2804.7662688883192,41.284
consumption,home-goods,6777.689300302529,202.668
energy,coal,448.28515679167936,470.541
energy,renewable,322.872229552311,6.58
consumption,services,7676.229697677101,77.969
energy,electricity-grid,24.170946286415916,17.018
transport,flight-short,383.3777806573229,96.104
transport,flight-long,220.5402278546439,30.753
consumption,electronics,8519.95706801081,597.167
food,vegan,0.5004871558432928,0.132
food,vegan,2.5071938447245867,3.306
consumption,home-goods,9563.146873097217,286.81
energy,renewable,826.6170707604949,14.96
food,white-meat,0.9724380034269798,6.028
energy,coal,609.5520518265006,641.235
food,other,2.3163086797837913,6.415
consumption,other,6657.014986863794,133.34
food,other,1.2826417180409742,3.63
food,red-meat,1.2132984032200933,31.756
energy,electricity-grid,743.4940155263052,527.365
transport,train,73.68611237997425,2.722
transport,motorcycle,213.7464850216311,23.022
food,other,1.6963926667848086,5.897
consumption,home-goods,8028.593497386353,242.327
consumption,services,9631.707280621344,95.448
food,fish,0.5209662046010933,0.982
energy,natural_gas,73.58602846895135,33.458
transport,bus,63.30297093589206,7.132
transport,bus,418.33882700923914,44.558
consumption,other,3560.9544416294425,71.617
consumption,services,6095.754584030686,60.578
transport,flight-short,468.1524616753295,120.249
food,other,2.653208579973912,7.438
food,vegetarian,2.678709208641532,6.595
food,vegan,2.3387110145717873,3.129
food,fish,0.8361264142406397,6.159
transport,bus,287.82202974636516,28.85
food,vegetarian,2.0817561235529727,3.947
food,fish,1.1099675175181154,6.453
food,vegetarian,1.964328409798513,2.809
energy,natural_gas,917.8431755408226,414.488
transport,train,282.088387030673,9.758
transport,car-gasoline,340.1570042466271,66.599
food,vegetarian,2.7087139410199566,4.875
food,other,1.9855022764191368,6.061
energy,natural_gas,780.2074145558046,351.76
food,vegan,1.6463591613539361,2.906
food,other,1.0604516606567376,3.459
consumption,services,5795.919356663834,57.546
transport,flight-short,31.224471498808317,7.92
consumption,clothing,4138.577316671892,60.635
consumption,electronics,196.058388923966,13.586
food,white-meat,0.8624894139111512,5.292
consumption,clothing,2333.8521975129975,35.89
transport,motorcycle,79.50420783203634,8.772
food,white-meat,1.980500450021285,13.349
food,white-meat,2.726624728511492,17.154
food,red-meat,2.6903608749046075,71.756
transport,flight-short,46.51592509757223,11.92
food,other,1.4722445766003491,3.645
energy,coal,682.6001221975082,716.32
energy,renewable,632.9168951739372,14.99
consumption,clothing,9128.130170589442,138.647
transport,motorcycle,286.73878877176764,30.969
energy,coal,71.48739731015877,74.314
transport,motorcycle,489.50391745951777,53.275
transport,flight-short,387.73842790721056,96.763
food,red-meat,1.8466090111797802,48.865
food,vegetarian,2.7179919168053908,5.062
energy,natural_gas,977.4430541322627,439.711
transport,bicycle,370.0386311745529,-0.912
consumption,home-goods,8564.774119477986,256.097
consumption,other,5372.118386072158,107.582
consumption,home-goods,1039.2945736138015,31.213
consumption,services,1720.49313245602,16.1
energy,coal,646.100369338554,677.451
food,red-meat,1.5331016108143904,40.17
consumption,electronics,1209.429129958204,83.215
consumption,home-goods,5465.387217004354,165.584
